,Date,Title,Link,Director,Cast,Production,Reception,Plot,Writer,Music Director,Cinematographer,Reception Sentiment,Month,Reception Score,TSNE-2D-one,TSNE-2D-two
176,2023-09-22,Aima,/wiki/Aima_(film),Rahul R. Krishna,"Yunus Mohammed, Evlin Juliet, Shanmugam Ramaswamy",Tamil Exotic Films,"Maalai Malarcritic rated two point five out of five and stated that ""Director Rahul R. Krishna has tried to tell the story in Hollywood science fiction style.""[7]Thinaboomicritic wrote that ""All in all, the film is shaping up to attract fans from all walks of life."".[8]Anupama Subramanian rated two point five out of five and noted that ""Decent Thriller""[9]",,Renjith tr,K R Rahul,Vishnu Kannan,0.3612,9,4,4.582183,-0.5871061
177,2023-09-22,Are You Ok Baby?,/wiki/Are_You_Ok_Baby%3F,Lakshmy Ramakrishnan,"Samuthirakani,Abhirami,Mysskin",Monkey Creative Labs,"The film released on 22 September 2023.[7]Raakvkumaar ofKalkionlinesaid kudos to Lakshmi Ramakrishna who changed the name of a live show she conducted and said that she has not done any kind of Sama Rasa in the film she is directing.[8]Logesh Balachandran ofThe Times of Indiarated 3 out of 5 and stated that ""A well-intentioned film that explores adoption and its complications"".[9]","Balachandhran (Samuthirakani) and Vidhya (Abhirami), who had adopted a female child a year ago, receives a call from Rashmy Ramakrishnan (Lakshmy Ramakrishnan), the host of the reality show Sollaadhadhum Unmai from the N Tamil channel. Rashmy tells Balachandhran that the birth mother Shobha (Mullai) is seeking help from the show to retrieve her child back to her. The N Tamil channel and Shobha takes up the issue with the child welfare committee and then to the CID branch. The plot then moves on from there and ends with whether Shobha is able to retrieve her child or not.",Lakshmy Ramakrishnan,Ilaiyaraaja,Krishna Sekhar,0.5106,9,4,-3.1635964,-5.542874
178,2023-09-22,Demon,/wiki/Demon_(2023_film),Ramesh Pazhanivel,"Sachin Mani,Abarnathi,Ashvin Raja",Window Boys Pictures,"A critic ofDina Thanthiwrote that director Ramesh Palanivel has written the incident that happened in reality with the screen language of the cinema and in the second half, with an unexpected twist, he has made the fans look back.[8]Ananda Vikatancritic gave a mixed review.[9]Aswin Devan ofCinema Expressrated two stars out of five and stated that ""A shining aspect ofDemonis undoubtedly Sachin's performance, which is head and shoulders above the majority of the cast, who deliver subpar performances.""[10]Logesh Balachandran ofThe Times of Indiagave two stars out of five and stated that "" The technical aspects of the film are average, perhaps due to budget constraints.""[11]",,Ramesh Pazhaniivel,Ronnie Raphael,R. S. Anandakumar,-0.2732,9,2,-6.3118362,-5.7354665
179,2023-09-22,Kadathal,,Salangai Durai,"Damodharan, Vithisha,Nizhalgal Ravi",South Indian Productions,,,,,,,9,5,5.7999315,-5.7343245
180,2023-09-22,Kezhapaya,/wiki/Kezhapaya,Yazh Gunasekaran,"Kathiresakumar, Krishna Kumar, Vijaya Ranadheeran",Raamson Cine Creations,"The film was released on 22 September 2023 across theatres inTamil Nadu. A critic fromDina Thanthinoted that ""despite a strong script, the lack of comedy may disappoint viewers"".[5]A reviewer fromThinaboomigave the film a positive review.[6]",,,Kebi,Ajithkumar,-0.4023,9,2,1.824097,8.968258
181,2023-09-22,Maal,/wiki/Maal,Dinesh Kumaran,"Saikarthi,Gowri Nandha, Gajaraj",Kovai Film Mates,"The film was released on 22 September 2023 on theahastreaming platform. A critic fromOTTPlaywrote ""debutant director Dinesh Kumaran'sMaalis an idea that's good on paper, but completely falters in its execution"", adding that the film is ""let down by a weak screenplay, average performances and amateurish filmmaking"".[4]A reviewer fromDina Thanthinoted that the film was ""low on logic"" but had some ""high moments"".[5][6]",,,Pathmayan Sivanatham,Shivaraj R,-0.7269,9,1,-3.4232304,-6.493054
182,2023-09-22,Ulagammai,/wiki/Ulagammai,V. Jayaprakash,"Gouri Kishan, Vetri Mithran,G. Marimuthu",Madras Digital Cinema Academy,"The film was released on 22 September 2023 across theatres in Tamil Nadu. A critic fromMaalai Malargave the film a mixed review noting that the film told an ""important story of a female's life"".[7]A further reviewer from Minnambalam, praised Ilaiyaraaja's work on the film.",,Su. Samuthiram,,K. V. Mani,0.4404,9,4,8.142577,6.973781
183,2023-09-28,Chandramukhi 2,/wiki/Chandramukhi_2,P. Vasu,"Raghava Lawrence,Kangana Ranaut,Vadivelu",Lyca Productions,"Made on a budget of₹60–₹65crore,[2][3]Chandramukhi 2needed to earn₹80crore at the domestic box office tobreak-even.[32]However, in its theatrical run the film grossed just over₹40crore globally,[4]emerging a commercial failure.[33][34][35]","Ranganayaki, the matriarch of a wealthy family, navigates through a series of misfortunes alongside her family members. Her household includes her elder brother, his son with his family, her younger brother and his family. She also has four daughters, out of which Gayathri, Priya and Divya live with her. The family faces a major setback when her elder daughter elopes, and a plane crash kills her and her spouse. Further calamities include a mysterious fire at the family's factory and Divya getting paralysed in a car accident, postponing her engagement.
Seeking solutions, Ranganayaki consults their family astrologer, Guruji, who advises a prayer at their ancestral temple in Vettaiyapuram. The prayer requires the presence of the entire family, including her elder daughter's orphaned children, now under Pandiyan's care. Although hesitant, the family follows Guruji's advice and heads to Vettaiyapuram.",P. Vasu,M. M. Keeravani,R. D. Rajasekhar,-0.1027,9,3,-0.5653186,3.4370027
184,2023-09-28,Chithha,/wiki/Chithha,S. U. Arun Kumar,"Siddharth,Nimisha Sajayan, Sahasra Shree",Etaki Entertainment,Chithhareceived critical acclaim from critics.,"Eeswaran is a government employee fromPalaniwho bonds with his eight-year old niece Sundari and is quite protective of her. Eeswaran also has a couple of close friends, one of whom happens to be anundercover copnamed Vadivelu, whose niece Ponni is good friends with Sundari. Unable to comprehend her elder sister’s romantic conversation with her boyfriend, Ponni assumes that a bevy ofdeeris present in a forest area close to the school and asks Sundari if she would be interested in going to see the animals afterschool.",S. U. Arun Kumar,Songs:Dhibu Ninan ThomasSanthosh NarayananScore:Vishal Chandrashekhar,Balaji Subramanyam,-0.5423,9,2,-3.2226722,5.749996
185,2023-09-28,Iraivan,/wiki/Iraivan,I. Ahmed,"Jayam Ravi,Nayanthara,Rahul Bose",Passion Studios,Iraivanreceived mixed-to-negative reviews from critics.[2][19],"Arjun is theACPknown for his unorthodox approach to apprehending suspects through lethal encounters rather than adhering to standard arrest protocols. He harbors affection for Priya, the sister of his colleague and friend, Andrew. However, he hesitates to commit to marriage due to the enemies he has amassed during his aggressive law enforcement career, anticipating retaliation from those he has crossed.",I. Ahmed,Yuvan Shankar Raja,Hari K. Vedantam,0.0,9,3,-1.5639001,-1.4625835
186,2023-10-06,800,/wiki/800_(film),M. S. Sripathy,"Madhur Mittal,Mahima Nambiar,Narain",Movie Train Motion Picture,"Srinivasa Ramanujan ofThe Hinduwrote, ""Like Murali's reticent and almost-hesitant approach to the sport, the film just touches on many aspects of his life, largely sticking to the facts and thus coming across as just a visual record of the cricketer’s glorious achievements"".[10]","800 is based on Muthiah Muralidaran’s life, the champion who set the record for taking 800 wickets in Test Cricket. The story captures the many facets of Muralidaran’s life; the tale of an oppressed Tamil and someone who was once called for chucking who championed Sri Lankan Cricket, and went on to become one of the greatest cricketers ever.",M.S. SripathyShehan Karunatilaka,Ghibran,R. D. Rajasekhar,0.7717,10,5,-3.7590456,0.8828725
187,2023-10-06,Dhillu Irundha Poradu,/wiki/Dhillu_Irundha_Poradu,S. K. Muralidharan,"Karthik Doss,Anu Krishna,Yogi Babu",KP Productions,"The film was released on 6 October 2023 across theatres inTamil Nadu. A critic fromMaalai Malargave the film a negative review, calling it ""low on logic, especially in the romantic scenes"".[3]A reviewer fromDina Thanthinoted that the filmmaker ""failed to properly convey the film's message"".[4]",,,G. Sayee Tharshan,Vijay Thirumoolam,-0.804,10,1,6.255962,-8.4796915
188,2023-10-06,En Iniye Thanimaye,,Sagu Pandian,"Sreepathy, Mayoori, Reesha",Black Diamond Studio,,,,,,,10,5,-0.46815225,-6.362058
189,2023-10-06,Enaku Endey Kidaiyaathu,/wiki/Enaku_Endey_Kidaiyaathu,Vikram Ramesh,"Vikram Ramesh, Swayam Siddha, Sivakumar Raju",Hungry Wolf Production,"A critic ofMaalai Malarwrote that ""Vikram Ramesh who plays the hero has done his role well by giving the required performance.""[4]Dinamalarcritic rated 2.75 out of 5 and gave mixed reviews.[5]Nakkheerancritic noted that ""nice try!""[6]"".Thinaboomicritic wrote that "" The film's producer Karthik Venkatraman, who is playing the role of David, has acted superbly.""[7]",,Vikram Ramesh,Kalacharan,Thalapathy Rathinam,0.8977,10,5,10.064749,1.4571102
190,2023-10-06,Indha Crime Thappilla,/wiki/Indha_Crime_Thappilla,Devakumar,"Pandi Kamal, Meghana Ellen,Aadukalam Naren",Madhurya Productions,"The film was released on 6 October 2023 across theatres inTamil Nadu. A critic fromMaalai Malargave the film a negative review, noting that the ""story was fine but the screenplay was disappointing"".[4]A reviewer fromDina Thanthinoted that the filmmaker ""failed to properly covey the film's message"".[5]",,,Parimala Vasan,,-0.7876,10,1,-7.5217314,-1.0932833
191,2023-10-06,Irugapatru,/wiki/Irugapatru,Yuvaraj Dhayalan,"Vikram Prabhu,Shraddha Srinath,Vidharth,Sri",Potential Studios,"M. Suganth ofThe Times of Indiagave the film 3 out of 5 stars and wrote, ""A satisfying relationship drama that could have had less message and more life.""[14]Janani K ofIndia Todaygave it 2.5 out of 5 stars and wrote, ""This romantic drama has good ideas with problematic takes.""[15]","The life of a marriage counsellor gets complicated because of her own methods and techniques. Plot is about 2 married couples, who are unhappy in their own life.",Yuvaraj Dhayalan,Justin Prabhakaran,Gokul Benoy,0.729,10,5,-8.5239725,5.2858343
192,2023-10-06,Raththam,/wiki/Raththam,C. S. Amudhan,"Vijay Antony,Mahima Nambiar,Nandita Swetha",Infiniti Film Ventures,"Janani K ofIndia Todaygave it 2 out of 5 stars and wrote, ""Raththamcould have been a good crime thriller had there been some great moments that would wow the audience.""[17]M. Suganth ofThe Times of Indiagave the film 2.5 out of 5 stars and wrote, ""A crime drama with good ideas and bland execution.""[18]","The plot revolves around Ranjith Kumar, an investigative journalist who returns to his job after his close friend Chezhiyan is killed in a hate crime. As Ranjith investigates the murder, he uncovers a larger network behind Chezhiyan's death and several other targeted crimes. The film delves into the complexities of hate crimes, a criminal network operating behind the scenes, data mining social media, and grooming potential killers through psychological profiles. Ranjith's pursuit to track down the mastermind behind these sinister operations forms the core of the movie. The narrative is filled with intriguing elements like hate crimes, a criminal network, and a battle of wits between the protagonist and antagonist, creating tension and suspense throughout the storyline. Despite receiving mixed reviews, the film presents a thought-provoking exploration of journalism, crime, and the manipulative power of data in a thrilling and engaging manner.",C. S. Amudhan,Kannan Narayanan,Gopi Amarnath,0.7964,10,5,4.215412,-9.467454
193,2023-10-06,Shot Boot Three,/wiki/Shot_Boot_Three,Arun Vaidyanathan,"Sneha,Venkat Prabhu,Yogi Babu",Universe Creations,"Logesh Balachandran ofThe Times of Indiagave the film 3 out of 5 stars and wrote, ""A heart-warming tale for kids.""[4]Narayani M ofCinema Expressgave it 3 out of 5 stars and wrote, ""Shot Boot Threemay not be a film where you would hoot, cheer and whistle for the characters or throw confetti at. But director Arunachalam Vaidyanathan gives us a story that leaves us all warm and fuzzy as the credits roll.""[5]","A new pet friend brings great joy to the lives of four kids, but when Max disappears, the kids embark on a journey to find him. Their experiences along the way shape their understanding of life and their own personalities.",Arun Vaidyanathan,Rajhesh Vaidhya,Sudarshan Srinivasan,0.775,10,5,7.1558056,-6.1113167
194,2023-10-06,The Road,/wiki/The_Road_(2023_film),Arun Vaseegaran,"Trisha,Shabeer Kallarakkal,Santhosh Prathap",AAA Cinemaa,The Roadreceived mixed reviews from critics.[14][15][16],"Meera lives happily with her husband Anand, a wildlife photographer, and her son, Kavin. Duringpregnancy, she and her husband plan aroad triptoKanyakumarion Kavin's birthday. Upon the doctor's advice, she decides to skip the journey and asks Anand to continue the journey with Kavin.",Arun Vaseegaran,Sam C. S.,K. G. Venkatesh,0.0,10,3,2.0222645,2.1308224
195,2023-10-13,Akku,/wiki/Akku_(2023_film),Stalin Venkatachalam,"Prajin,Gayatri Rema, Venkatesh",Ambigapathy Movie Makers,"A critic fromThinaboomiwrote that ""Prajan, who comes as a film editor, has given a fantastic performance""[4].Maalai Malarcritic noted that ""Prajin, who is playing the hero in the film, has done his job well.""[5]",,Stalin V,Sathish Selvam,Devasurya,0.7845,10,5,-1.7767819,9.31489
196,2023-10-13,Kundan Satti,/wiki/Kundan_Satti,P. K. Aghasthi,"Sriram, Vidyuth Srinivas, Vishodhan",Shellammal Movie Makers,"The film was released on 13 October 2023 across theatres inTamil Nadu. A critic fromMaalai Malarpraised the film intentions, but questioned the quality of the animation.[7]A reviewer fromThinaboomigave the film a positive review.[8]",The title derives its name from the two lead characters Kundaeswaran and Sattiswaran.,Arangan Chinnathambi (dialogue),M. S. Amargeeth,,0.5789,10,4,-2.7593455,-8.369582
197,2023-10-13,Mayilanji,,V. K. Natarajan,"Vishnupriyan, Rishi Prakash, Shweta Natraj",Good Try Entertaainment,,,,,,,10,5,0.904745,0.26791495
198,2023-10-13,Pudhu Vedham,/wiki/Pudhu_Vedham,Rasavikram,"Vignesh,Ramesh,Imman Annachi",Vittal Movies,"The film was released on 13 October 2023 across theatres inTamil Nadu. A critic fromMaalai Malargave the film a negative review, noting that the ""screenplay was disappointing"".[2]In contrast, a reviewer fromDina Thanthinoted that the filmmaker was able to combine ""love, friendship and family"" well.[3]",,,Rabidevendran,Krishnan Varadha Rajan,0.3182,10,4,3.9922895,4.487015
199,2023-10-19,Leo,/wiki/Leo_(2023_Indian_film),Lokesh Kanagaraj,"Vijay,Sanjay Dutt,Arjun Sarja,Trisha",Seven Screen Studio,"Leoreceived mixed reviews from critics who praised Vijay's performance, technical aspects, action sequences while the writing received criticism.[143][144][145]On thereview aggregatorwebsiteRotten Tomatoes, 80% of 10 critics' reviews are positive, with an average rating of 6.7/10.[146]","Parthiban ""Parthi"" is an animal rescuer and café owner inTheog,Himachal Pradesh, living with his wife Sathya, son Siddharth ""Siddhu"" and daughter Mathi ""Chintu"". One day, Parthi's friend, Joshy Andrews, a forest ranger, calls him to help tame aspotted hyenathreatening the townsfolk. With Siddhu's help, Parthi manages to tranquilise the hyena. He purposely avoids public attention over this incident and adopts the hyena after it calms down.",Lokesh KanagarajRathna KumarDeeraj Vaidy,Anirudh Ravichander,Manoj Paramahamsa,0.5267,10,4,-6.020812,-0.29997608
200,2023-10-20,Thiraiyin Marupakkam,/wiki/Thiraiyin_Marupakkam,Nitin Samson,"Mohammed Ghouse, Natarajan Manigandan, Nitin Samson",360 Degrees,"A critic fromMaalai Malarwrote that ""this film has beautifully pointed out the real situation happening in some places in the cinema industry.""[4]Dina Thanthicritic stated that ""has been shown in a lively and interesting screenplay as an awareness film, can be appreciated.""[5]",,Nitin Samson,Anil Nalan ChakravarthyRithik Madhavan,Nitin Samson,0.802,10,5,-3.726,3.3365605
201,2023-10-27,Koozhangal,/wiki/Pebbles_(film),PS Vinothraj,"Chellapandi, Karuththadaiyaan, Philip Aruldoss",Rowdy Pictures,"On thereview aggregatorwebsiteRotten Tomatoes,100%of 11 critics' reviews are positive.[12]",An angry man barges into a school to retrieve his son. He takes the boy out of school and they get on a bus to the neighboring village. It turns out the mother has left them and gone back to her mothers house and that is where the son and father are headed. When the pair reach the village it turns out the mother left early in the morning back to her husband's house. The husband fights with his wife's family and threatens to kill the wife upon going back to his house. The son tears up the paper money they have to prevent the father from going back by bus. So they walk back towards their village in the afternoon heat. During the walk the son loses a few things and finds a few things such as a pebble and a puppy. The father experiences comes across certain elements that he can't explain. It makes him question his own mortality and dents his bravado. By the time they have reached home the father is worn out. The father learns that the mother has gone to fetch water. He sits down to eat that his wife has prepared for him. The son lets his baby sister play with his new puppy and places the new pebble on top of his collections of pebbles.[8],,Yuvan Shankar Raja,Vignesh KumulaiJeya Parthipan,-0.296,10,2,-2.2613218,11.466378
202,2023-10-27,Margazhi Thingal,/wiki/Margazhi_Thingal,Manoj Bharathiraja,"Bharathiraja,Suseenthiran, Shyam Shelvan",Vennila Productions,"The film was released on 27 October 2023 across theatres inTamil Nadu, after being delayed due to the release ofLeo(2023).[6]A critic fromThe New Indian Expresscalled it a ""generic romance pulled down by dated craft"" and that ""only in the last quarter that the film finally fires up, and the twists are unveiled"".[7]A reviewer fromTimes of Indiawrote it was a ""touching love story that makes for a decent watch"" and that ""despite the low-key release of Manoj Bharathiraja's debut directorial venture, there is a noticeable breath of fresh air in his filmmaking abilities"".[8]",,Suseenthiran,Ilaiyaraaja,Vanchinathan Murugesan,0.7964,10,5,1.5297041,4.394048
203,2023-11-01,A Home Away from Home,,Kumar G. Venkatesh,"Manisa Tait, Aneesh Surendar,Nizhalgal Ravi",Movie Sahara Asia,,,,,,,11,5,5.069727,-5.0753517
204,2023-11-03,Kapil Returns,/wiki/Kapil_Returns,Srini Soundarajan,"Srini Soundarajan, Nimisha,Riyaz Khan",Dhanalakshmi Creations,"The film was released on 3 November 2023 across theatres inTamil NaduandKerala. A critic fromMaalai Malargave the film a mixed review, noting it did a fair job of narrating the tale of a cricketer.[3]Reviewers fromThinaboomiandNakkheerangave the film positive reviews.[4][5]",,Dr Srini Soundarajan,R. S. Rajprathap,,0.5859,11,4,-2.0600526,3.8775964
205,2023-11-03,Kombu Kuthiraigal,,Jeera Selvyn,"Vinoth Jeeva, S. Jeeva, Sneha",Anshika Movie Makers,,,,,,,11,5,5.4489655,0.028127197
206,2023-11-03,License,/wiki/License_(2023_film),Ganapathi Balamurugan,"Rajalakshmi Senthil,Radha Ravi,Dhanya Ananya",JRG Productions,"A critic fromMaalai Malarrated 23⁄4out of 5 and wrote ""Although it is a good story, the director is a bit confused in the way he has come to tell it."".[4]Thanthi TVcritic gave mixed reviews.[5][6]",,Ganapathi balamurugan,Baiju Jacob,Kasivisvanathan Chelladurai,-0.128,11,3,3.7513864,0.91576546
207,2023-11-03,Ra Ra Sarasukku Ra Ra,/wiki/Ra_Ra_Sarasukku_Ra_Ra,Keshav Depur,"Karthik Pamidimukkala,Gayatri Rema,Kalloori Vinoth",Sky Wanders Entertainments,"Maalai Malarcritic rated two point five out of five and noted that the double meaning lines they speak are well worked out.[4]Thinaboomicritic wrote that although the story takes place in the same location, the special feature of the film is that the actresses are made beautiful without being obscene.[5]",,Pon Murugan,GKV,R. Ramesh,0.8271,11,5,-5.0864143,-1.2975153
208,2023-11-03,Rule Number 4,/wiki/Rule_Number_4,Elwin Bosser,"Pratheesh Krishna, Shree Gopika,Mohan Vaidya",YSTMY Productions,"Dina Thanthi's critic stated that ""Pratheesh Krishna is enjoying the character of falling in love and chasing his girlfriend."".[4][5]A critic fromMaalai Malarwrote that ""Pratheesh Krishna, who plays the hero of the story, has given a natural performance.""[6]",,Bosser Elvin,Kevin D`Costa,David Jan,0.8979,11,5,-4.6231184,0.22021621
209,2023-11-10,Japan,/wiki/Japan_(2023_film),Raju Murugan,"Karthi,Anu Emmanuel,Sunil",Dream Warrior Pictures,Japanreceived negative reviews from critics.[3][4],"A notorious master thief steals a fortune in jewels at a jewellery shop, and a cat-and-mouse chase ensues between him and the police.",Raju Murugan,G. V. Prakash Kumar,Ravi Varman,-0.5719,11,2,1.6689135,3.0378954
210,2023-11-10,Jigarthanda DoubleX,/wiki/Jigarthanda_DoubleX,Karthik Subbaraj,"Raghava Lawrence,S. J. Suryah,Nimisha Sajayan",Stone Bench Films,Jigarthanda DoubleXreceived positive reviews.[28],"In 1973,DSPRathna Kumar is assigned to nab the notorious elephant poacher Shettani inKombai Kaanaiforest. The police torture the local tribals about Shettani's whereabouts, even though they themselves are his victims.",Karthik Subbaraj,Santhosh Narayanan,Tirru,0.5574,11,4,3.059633,-4.177096
211,2023-11-10,Raid,/wiki/Raid_(2023_film),Karthi,"Vikram Prabhu,Sri Divya, Ananthika Sanilkumar",M Studios,,"InspectorPrabhakaran sets on a crusade to finish all gangsters in the city ofChennai, where he locks horns with Daali and Chitte, who are ruthless gangster controlling the city's market with the influence of their boss Uncle. While on a police operation to encounter Uncle's aid Baby, Prabhakaran captures Daali's brother Cockroach and kils him in an encounter. Enraged, Daali, Chitte and his men shoots Prabhakaran during his morning jog, where Prabhakaran's fiancèe Venba gets killed in a crossfire. Distraught about Venba's death, Prabhakaran begins hunting down and killing Daali's associates, including Chitte. Prabhakaran learns that Venba's sister Venmathi is caught by theGoa Policeduring a raid, where he saves Venmathi. Learning that Prabhakaran is targeting him, Daali sends a hitman to finish Prabhakaran, but Prabhakaran manages to kill the hitmen and crashes into Daali's birthday bash. Prabhakaran and Daali engage in a hand-to-hand combat, where Prabhakaran finally kills Daali, thus avenging Venba's death. In the aftermath, Prabhakaran goes to solve another case.",,Sam C. S.,Kathiravan,,11,5,-0.5199414,2.0207608
212,2023-11-11,Kida,/wiki/Kida_(film),Ra. Venkat,"Kaali Venkat,Poo Ram, Deepan",Sri Sravanthi Movies,,,,Theeson,M. Jayaprakash,,11,5,1.4715005,7.5955667
213,2023-11-18,Ambu Naadu Ombathu Kuppam,,G. Rajaji,"Sangakiri Manickam, Harshidasree, Prabhu Manickam",BK Films International,,,,,,,11,5,-6.4658065,5.333831
214,2023-11-18,Chaitra,/wiki/Chaitra_(2023_film),M. Jenithkumar,"Yashika Aannand, Avitej Reddy, Shakthi Mahendra",Mars Productions,"A critic fromDinakaranwrote that ""the serious hospital scenes are laugh-out-loud"" and that ""this is one of the ghost films of all kinds.""[5]AThinaboomicritic stated that ""overall, the team has succeeded in making a simple story into an interesting horror film. ""[6]",,M. Jenith Kumar,Prabakaran Meiyappan,P. Sathish Kumar,-0.4404,11,2,7.5668116,-2.2864032
215,2023-11-24,80s Buildup,/wiki/80s_Buildup,Kalyaan,"Santhanam,Radhika Preethi,K. S. Ravikumar",Studio Green,,,Kalyaan,Ghibran,Jacob Rathinaraj,,11,5,6.5100594,7.905121
216,2023-11-24,Azhagai Pookuthe,,G. Raj,"Raj, Maya, Chaplin Balu",SSV Enterprises,,,,,,,11,5,8.497519,7.413438
217,2023-11-24,Joe,/wiki/Joe_(2023_film),Hariharan Ram,"Rio Raj, Malavika Manoj, Bhavya Trikha",Vision Cinema House,,"In Rameshwaram, Joe and his friends go to another school for an inter-school competition. Whilst his friends get ready, Joe and his friends Ganesh and Santha turn up late, incurring the wrath of their dance master - who forbids them from entering the school. However, they sneak in and proceed to bump into Vinoth, one of the students of the other school. Joe slaps him and Vinoth threatens him. Whilst looking for Santha, Joe gets into a fight with Vinoth and he escapes the inter-school competition with Santha and Ganesh.",Hariharan Ram S.,Siddhu Kumar,Rahul KG Vignesh,,11,5,1.1994902,-4.945979
218,2023-11-24,Kuiko,/wiki/Kuiko,T. Arul Chezhian,"Vidharth,Yogi Babu,Sri Priyanka",AST Films LLP,,,T. Arul Chezhian,Anthony DaasanKevin Miranda,Rajesh Yadav,,11,5,4.5333605,-3.9680297
219,2023-11-24,Locker,/wiki/Locker_(film),Rajasekar Natarajan,"Vignesh Shanmugam, Niranjani Ashokan, Nivas Adithan",Narayanan Selvam Productions,,,,Vykunth Srinivasan,Thanikai Dasan,,11,5,2.3933496,7.8893614
220,2023-11-24,Sila Nodigalil,/wiki/Sila_Nodigalil,Vinay Bharadwaj,"Richard Rishi,Punnagai Poo Gheetha,Yashika Aannand",Esquire Productions,"A critic fromZoomtventertainment.comrated three out of five and stated that ""Vinay Bharadwaj's direction, coupled with stellar performances, captivating cinematography, and a resonating musical score, collaboratively weaves a tale that keeps the audience on the edge of their seats, makingSila Nodigalila standout cinematic experience.""[6]A critic fromMaalai Malarnoted that ""Geeta, who plays Richard's wife, gives a different performance.""[7]",,Vinay Bharadwaj,Masala CoffeeBjorn SurraoDarshana KTStaccatoRohit Matt,Abhimanyu Sadanandan,-0.296,11,2,-5.2899375,-1.1883503
221,2023-12-01,Annapoorani,/wiki/Annapoorani,Nilesh Krishnaa,"Nayanthara,Jai,Sathyaraj",Zee Studios,"Annapoorani: The Goddess of Foodearned₹60 lakh(US$72,000) on the opening day.[20]Janani K ofIndia Todaydescribed it as a box office failure, attributed the underperformance toCyclone Michaungand its aftermath.[21]Despite this, it completed at least 25 days of theatrical run.[22]","Annapoorani is an aspiring chef who wants to pursue a degree in hotel management and climb the ladder to become a corporate chef like her idol, Chef Anand Sundarajan. Her family's lineage has been dedicated to serving at theSrirangam temple, where her father cooks the food offered to devotees asprasadam. The family beingBrahmineats onlyvegetarian food. Annapoorani's father refuses to let her be in a room where meat is served and cooked, let alone pursuing a degree where she is forced to handle meat.",,Thaman S,Sathyan Sooryan,-0.5106,12,2,-4.612405,5.0828295
222,2023-12-01,Naadu,/wiki/Naadu,M. Saravanan,"Tharshan,Mahima Nambiar,Singampuli",Sri Arch Media,,,,C. Sathya,K. A. Sakthivel,,12,5,-3.852682,-3.59014
223,2023-12-01,Parking,/wiki/Parking_(2023_film),Ramkumar Balakrishnan,"Harish Kalyan,Indhuja,M. S. Bhaskar",Passion Studios,"M. Suganth ofThe Times of Indiagave the film 4 out of 5 stars and wrote ""Even thoughParkingis in the space of a domestic drama, Ramkumar Balakrishnan narrates it in the tone of a thriller, ratcheting up the thrills.""[11]In a positive review, Gopinath Rajendran ofThe Hindusaid ""Harish Kalyan’sParkingmight get predictable after a while, but the exceptional lead cast and an intriguing plot make it a winner.""[12]Raisa Nasreen ofTimes Nowgave the film 3 out of 5 stars and wrote ""Harish Kalyan Excels In Thriller Drama.""[13]","Eshwar, anInformation Technology(IT)professional, and his pregnant wife, Aathika, rent the first floor of a house. Ilamparuthi, the Executive Officer (EO) ofKundrathurTown Panchayat, lives in the ground floor with his wife, Selvi, and daughter, Aparna. Ilamparuthi is an old-fashioned and stingy man, out of touch with modern society and neglecting the desires of his wife and daughter, in contrast to Eshwar, who does everything for Aathika. Despite these differences, the two families initially get along well until Eshwar buys a new car for his wife to travel in comfortably. Ilamparuthi, who has lived in the house for the last ten years and has kept the entire parking space to himself since he and the previous first floor tenants never owned a car, is not comfortable with Eshwar's car parked in the parking space. After a couple of incidents, both begin to fight for rights over the parking space. Ilamparuthi sells his motorbike and buys a car just to ensure that Eshwar does not park his car in the parking space.",Ramkumar Balakrishnan,Sam C. S.,Jiju Sunny,0.8338,12,5,-3.8088174,3.6415498
224,2023-12-01,Sooragan,/wiki/Sooragan,Sathish Geethakumar,"Karthikeyan,Subiksha Krishnan,Suresh Chandra Menon",3rd Eye Cine Creations,"A critic fromMaalai Malarstated two point five out of five and stated that ""Although Karthikeyan, the protagonist, is a newcomer, his performance is commendable.""[3].Nakkheerancritic noted that ""Surakan - Honest!""[4]",,,Achu Rajamani,Sathish Geetha Kumar,-0.3382,12,2,3.5862882,7.2281456
225,2023-12-01,Va Varalam Va,/wiki/Va_Varalam_Va,L. G. Ravichandran,"Balaji Murugadoss, Mahana Sanjeevi,Redin Kingsley",SGS Creative Media,"A critic fromTimes Nowrated the film at 2.5 out of 5 and stated that ""it had the potential to be a good watch"".[5]A critic fromNakkheeranwrote that ""directors LG Ravichandar and SBR have given a spicy screenplay to be a complete entertainer for all parties without any smut"".[6]",,,Deva,Karthik Raja,0.6124,12,5,-3.0665915,7.0981865
226,2023-12-08,Aathmika,,Damodharan Selvakumar,"Ananth Nag, Aishwarya,Jeeva Ravi",Divyasri Movies,,,,,,,12,5,7.7233357,-1.2016449
